syllabified	notSyllabified	numeric
ex;hib;i;tor	exhibitor	101001100
ex;hib;it	exhibit	1010010
ex;hil;a;rat;ing	exhilarating	101001100100
ex;ile	exile	10100
ex;iled	exiled	101000
ex;is;ten;tial	existential	10101001000
ex;is;ten;tial;ism	existentialism	10101001000100
ex;ist	exist	10100
ex;ist;ence	existence	101001000
ex;ist;ent	existent	10100100
ex;it	exit	1010
ex;o;dus	exodus	101100
ex;og;e;nous	exogenous	101011000
ex;on	exon	1010
ex;or;bi;tant	exorbitant	1010101000
ex;or;cism	exorcism	10101000
ex;or;cist	exorcist	10101000
ex;ot;i;ca	exotica	1010110
ex;ot;ic	exotic	101010
ex;pan;sion	expansion	101001000
ex;pan;sive	expansive	101001000
ex;pand	expand	101000
ex;pand;a;ble	expandable	1010001100
ex;pand;ed	expanded	10100010
ex;pand;er	expander	10100010
ex;panse	expanse	1010000
ex;pat;ri;ate	expatriate	1010010100
ex;pe;di;ent	expedient	101010100
ex;pe;di;tion	expedition	1010101000
ex;pe;di;tion;ar;y	expeditionary	1010101000101
ex;pe;di;tious	expeditious	10101010000
ex;pe;di;tious;ly	expeditiously	1010101000010
ex;pe;dit;ed	expedited	101010010
ex;pe;dit;ing	expediting	1010100100
ex;pe;dite	expedite	10101000
ex;pe;ri;en;tial	experiential	101010101000
ex;pe;ri;enc;ing	experiencing	101010100100
ex;pe;ri;ence	experience	1010101000
ex;pe;ri;enced	experienced	10101010000
ex;pec;ta;tion	expectation	10100101000
ex;pect	expect	101000
ex;pect;an;cy	expectancy	1010001010
ex;pect;ant	expectant	101000100
ex;pect;ing	expecting	101000100
ex;pel	expel	10100
ex;pelled	expelled	10100000
ex;pen;sive	expensive	101001000
ex;pend	expend	101000
ex;pend;a;ble	expendable	1010001100
ex;pend;i;ture	expenditure	10100011000
ex;pense	expense	1010000
ex;per;i;men;ta;tion	experimentation	101001100101000
ex;per;i;men;tal	experimental	101001100100
ex;per;i;men;tal;ly	experimentally	10100110010010
ex;per;i;ment	experiment	1010011000
ex;per;i;ment;er	experimenter	101001100010
ex;pert	expert	101000
ex;pert;ise	expertise	101000100
ex;pert;ly	expertly	10100010
ex;pi;ra;tion	expiration	1010101000
ex;pi;ry	expiry	101010
ex;pir;ing	expiring	10100100
ex;pire	expire	101000
ex;pired	expired	1010000
ex;pla;na;tion	explanation	10100101000
ex;plain	explain	1010000
ex;plan;a;to;ry	explanatory	10100011010
ex;plic;it	explicit	10100010
ex;plic;it;ly	explicitly	1010001010
ex;plo;ra;tion	exploration	10100101000
ex;plo;sion	explosion	101001000
ex;plo;sive	explosive	101001000
ex;plod;ed	exploded	10100010
ex;plod;ing	exploding	101000100
ex;plode	explode	1010000
ex;ploi;ta;tion	exploitation	101000101000
ex;ploit	exploit	1010000
ex;ploit;a;ble	exploitable	10100001100
ex;plor;a;to;ry	exploratory	10100011010
ex;plor;er	explorer	10100010
ex;plor;ing	exploring	101000100
ex;plore	explore	1010000
ex;plored	explored	10100000
ex;po	expo	1010
ex;po;nen;tial	exponential	10101001000
ex;po;nen;tial;ly	exponentially	1010100100010
ex;po;nent	exponent	10101000
ex;po;s	expos	10101
ex;po;si;tion	exposition	1010101000
ex;po;sure	exposure	10101000
ex;por;ta;tion	exportation	10100101000
ex;port	export	101000
ex;port;er	exporter	10100010
ex;pos;i;to;ry	expository	1010011010
ex;pos;ing	exposing	10100100
ex;pose	expose	101000
ex;posed	exposed	1010000
ex;pres;sion	expression	1010001000
ex;pres;sion;ism	expressionism	1010001000100
ex;pres;sive	expressive	1010001000
ex;press	express	1010000
ex;press;ly	expressly	101000010
ex;press;o	expresso	10100001
ex;press;way	expressway	1010000100
ex;pro;pri;a;tion	expropriation	1010010011000
ex;pul;sion	expulsion	101001000
ex;qui;site;ly	exquisitely	10100100010
ex;quis;ite	exquisite	101000100
ex;tant	extant	101000
ex;te;ri;or	exterior	10101010
ex;ten;si;bil;i;ty	extensibility	1010010100110
ex;ten;si;ble	extensible	1010010100
ex;ten;sion	extension	101001000
ex;ten;sive	extensive	101001000
ex;ten;sive;ly	extensively	10100100010
ex;ten;u;at;ing	extenuating	10100110100
ex;tend	extend	101000
ex;tend;a;ble	extendable	1010001100
ex;tend;ed	extended	10100010
ex;tend;er	extender	10100010
ex;tent	extent	101000
ex;ter;mi;na;tion	extermination	1010010101000
ex;ter;nal	external	10100100
ex;ter;nal;ly	externally	1010010010
ex;tern	extern	101000
ex;tin;guish	extinguish	1010010000
ex;tin;guish;er	extinguisher	101001000010
ex;tinc;tion	extinction	1010001000
ex;tinct	extinct	1010000
ex;tor;tion	extortion	101001000
ex;tra	extra	10100
ex;tra;cel;lu;lar	extracellular	1010010010100
ex;tra;cur;ric;u;lar	extracurricular	101001001001100
ex;tra;di;tion	extradition	10100101000
ex;tra;mu;ral	extramural	1010010100
ex;tra;ne;ous	extraneous	1010010100
ex;tra;ter;res;tri;al	extraterrestrial	1010010010010010
ex;trac;tion	extraction	1010001000
ex;trac;tions	extractions	10100010000
ex;trac;tive	extractive	1010001000
ex;trac;tor	extractor	101000100
ex;tract	extract	1010000
ex;traor;di;nar;i;ly	extraordinarily	101000010100110
ex;traor;di;nar;y	extraordinary	1010000101001
ex;trap;o;la;tion	extrapolation	1010001101000
ex;trap;o;lat;ed	extrapolated	101000110010
ex;trap;o;late	extrapolate	10100011000
ex;trav;a;gan;za	extravaganza	101000110010
ex;trav;a;gance	extravagance	101000110000
ex;trav;a;gant	extravagant	10100011000
ex;trem;i;ty	extremity	101000110
ex;trem;ism	extremism	101000100
ex;trem;ist	extremist	101000100
ex;treme	extreme	1010000
ex;treme;ly	extremely	101000010
ex;trin;sic	extrinsic	101000100
ex;tru;sion	extrusion	101001000
ex;trud;ed	extruded	10100010
ex;u;ber;ance	exuberance	1011001000
ex;u;ber;ant	exuberant	101100100
exc	exc	100
exch	exch	1000
excl	excl	1000
exec	exec	1000
exp	exp	100
ext	ext	100
eye	eye	100
eye;ball	eyeball	1001000
eye;brow	eyebrow	1001000
eye;glass	eyeglass	10010000
eye;glass;es	eyeglasses	1001000010
eye;ing	eyeing	100100
eye;lash	eyelash	1001000
eye;let	eyelet	100100
eye;lid	eyelid	100100
eye;lin;er	eyeliner	10010010
eye;piece	eyepiece	10010000
eye;sight	eyesight	10010000
eye;wit;ness	eyewitness	1001001000
eyed	eyed	1000
eyes	eyes	1000
eyre	eyre	1000
fa;ble	fable	10100
fa;bled	fabled	101000
fa;cade	facade	101000
fa;ci;a	facia	10101
fa;ci;es	facies	101010
fa;cial	facial	101000
fa;cil;i;ta;tion	facilitation	101001101000
fa;cil;i;ta;tor	facilitator	10100110100
fa;cil;i;tat;ed	facilitated	10100110010
fa;cil;i;tat;ing	facilitating	101001100100
fa;cil;i;tate	facilitate	1010011000
fa;cil;i;ty	facility	10100110
fa;er;ie	faerie	101010
fa;er;ies	faeries	1010100
fa;er;y	faery	10101
fa;mil;i;ar;i;ty	familiarity	10100110110
fa;mil;ial	familial	10100100
fa;mil;iar	familiar	10100100
fa;mil;iar;ize	familiarize	10100100100
fa;mille	famille	1010000
fa;mous	famous	101000
fa;mous;ly	famously	10100010
fa;nat;i;cal	fanatical	101001100
fa;nat;i;cism	fanaticism	1010011000
fa;nat;ic	fanatic	1010010
fa;ri;na	farina	101010
fa;tal	fatal	10100
fa;tal;i;ty	fatality	10100110
fa;tal;ly	fatally	1010010
fa;ther	father	101000
fa;ther;hood	fatherhood	1010001000
fa;tigue	fatigue	1010000
fa;tigued	fatigued	10100000
fa;vor	favor	10100
fa;vor;a;ble	favorable	101001100
fa;vor;a;bly	favorably	101001100
fa;vor;ite	favorite	10100100
fa;vored	favored	1010000
fa;vors	favors	101000
fa;vour	favour	101000
fa;vour;a;ble	favourable	1010001100
fa;vour;a;bly	favourably	1010001100
fa;vour;ite	favourite	101000100
fa;voured	favoured	10100000
fa;vours	favours	1010000
fab	fab	100
fab;ri;ca;tion	fabrication	10010101000
fab;ri;ca;tor	fabricator	1001010100
fab;ri;cat;ed	fabricated	1001010010
fab;ri;cat;ing	fabricating	10010100100
fab;ri;cate	fabricate	100101000
fab;ric	fabric	100100
fab;u;lous	fabulous	10011000
fac	fac	100
fac;et	facet	10010
fac;et;ed	faceted	1001010
fac;ile	facile	100100
fac;ing	facing	100100
fac;sim;i;le	facsimile	100100110
fac;tion	faction	1001000
fac;to;ri;al	factorial	100101010
fac;to;ry	factory	1001010
fac;tor	factor	100100
fac;tor;i;za;tion	factorization	1001001101000
fac;tor;ing	factoring	100100100
fac;tu;al	factual	1001010
fac;tu;al;ly	factually	100101010
fac;ul;ty	faculty	1001010
face	face	1000
face;less	faceless	10001000
face;plate	faceplate	100010000
fact	fact	1000
fad	fad	100
fad;ed	faded	10010
fad;er	fader	10010
fad;ing	fading	100100
fade	fade	1000
fag	fag	100
fag;got	faggot	100100
fail	fail	1000
fail;ing	failing	1000100
fail;ure	failure	1000100
fain	fain	1000
faint	faint	10000
faint;er	fainter	1000010
faint;ly	faintly	1000010
fair	fair	1000
fair;banks	fairbanks	100010000
fair;ies	fairies	1000100
fair;ing	fairing	1000100
fair;ly	fairly	100010
fair;ness	fairness	10001000
fair;way	fairway	1000100
fair;y	fairy	10001
faith	faith	10000
faith;ful	faithful	10000100
faith;ful;ly	faithfully	1000010010
faith;ful;ness	faithfulness	100001001000
faith;less	faithless	100001000
fak;ing	faking	100100
fake	fake	1000
fal;con	falcon	100100
fal;con;er	falconer	10010010
fal;la;cy	fallacy	1001010
fal;low	fallow	100100
fal;si;fi;ca;tion	falsification	1001010101000
fal;si;fied	falsified	100101000
fal;ter	falter	100100
fall	fall	1000
fall;en	fallen	100010
fall;ing	falling	1000100
fall;out	fallout	1000100
false	false	10000
false;hood	falsehood	100001000
false;ly	falsely	1000010
fam	fam	100
fam;i;ly	family	100110
fam;ine	famine	100100
fame	fame	1000
famed	famed	10000
fan	fan	100
fan;ci;ful	fanciful	10010100
fan;cied	fancied	1001000
fan;cy	fancy	10010
fan;dan;go	fandango	10010010
fan;fare	fanfare	1001000
fan;ning	fanning	1001000
fan;ny	fanny	10010
fan;ta;sia	fantasia	10010100
fan;ta;sy	fantasy	1001010
fan;tas;ti;cal;ly	fantastically	1001001010010
fan;tas;tic	fantastic	100100100
fan;tom	fantom	100100
fang	fang	1000
faq	faq	100
far	far	100
far;a;day	faraday	1001100
far;a;way	faraway	1001100
far;o	faro	1001
far;row	farrow	100100
far;ther	farther	1001000
far;thest	farthest	10010000
farce	farce	10000
fare	fare	1000
fare;well	farewell	10001000
farm	farm	1000
farm;er	farmer	100010
farm;hous;es	farmhouses	1000100010
farm;house	farmhouse	100010000
farm;ing	farming	1000100
farm;land	farmland	10001000
fart	fart	1000
fas	fas	100
fas;ci;a	fascia	100101
fas;ci;na;tion	fascination	10010101000
fas;ci;nat;ed	fascinated	1001010010
fas;ci;nat;ing	fascinating	10010100100
fas;cism	fascism	1001000
fas;cist	fascist	1001000
fas;ten	fasten	100100
fas;ten;er	fastener	10010010
fas;ten;ing	fastening	100100100
fash;ion	fashion	1000100
fash;ion;a;ble	fashionable	10001001100
fast	fast	1000
fat	fat	100
fat;ed	fated	10010
fat;ter	fatter	100100
fat;ty	fatty	10010
fat;wa	fatwa	10010
fate	fate	1000
fate;ful	fateful	1000100
fath	fath	1000
fath;om	fathom	100010
fats	fats	1000
fau;cet	faucet	100100
fau;na	fauna	10010
fault	fault	10000
fault;y	faulty	100001
fawn	fawn	1000
fay	fay	100
fe;cal	fecal	10100
fe;ces	feces	10100
fe;do;ra	fedora	101010
fe;lic;i;ty	felicity	10100110
fe;line	feline	101000
fe;male	female	101000
fe;mur	femur	10100
fe;ral	feral	10100
fe;ro;cious	ferocious	101010000
fe;tal	fetal	10100
fe;tus	fetus	10100
fe;tus;es	fetuses	1010010
fe;ver	fever	10100
fea;si;bil;i;ty	feasibility	10010100110
fea;si;ble	feasible	10010100
fea;tur;ette	featurette	1001001000
fea;tur;ing	featuring	100100100
fea;ture	feature	1001000
fea;tured	featured	10010000
fear	fear	1000
fear;ful	fearful	1000100
fear;less	fearless	10001000
fear;some	fearsome	10001000
feast	feast	10000
feat	feat	1000
feath;er	feather	1000010
feath;er;weight	featherweight	1000010100000
feath;ered	feathered	100001000
feath;ers	feathers	10000100
fec	fec	100
fed	fed	100
fed;er;a;tion	federation	1001011000
fed;er;al	federal	1001010
fed;er;al;ism	federalism	1001010100
fed;er;al;ist	federalist	1001010100
fed;er;al;ly	federally	100101010
fed;er;at;ed	federated	100101010
fee	fee	100
fee;ble	feeble	100100
feed	feed	1000
feed;back	feedback	10001000
feed;er	feeder	100010
feed;ing	feeding	1000100
feel	feel	1000
feel;ing	feeling	1000100
feet	feet	1000
feist	feist	10000
feist;y	feisty	100001
fel;la;ti;o	fellatio	10010101
fel;low	fellow	100100
fel;low;ship	fellowship	1001001000
fel;o;ny	felony	100110
fel;on	felon	10010
feld;spar	feldspar	10001000
fell	fell	1000
fell;er	feller	100010
felt	felt	1000
fem	fem	100
fem;i;ni;za;tion	feminization	100110101000
fem;i;nin;i;ty	femininity	1001100110
fem;i;nine	feminine	10011000
fem;i;nism	feminism	10011000
fem;i;nist	feminist	10011000
fem;o;ral	femoral	1001100
femme	femme	10000
fen	fen	100
fen;nel	fennel	100100
fenc;ing	fencing	1000100
fence	fence	10000
fend	fend	1000
fend;er	fender	100010
fer	fer	100
fer;men;ta;tion	fermentation	100100101000
fer;mi	fermi	10010
fer;mi;on	fermion	1001010
fer;ret	ferret	100100
fer;ric	ferric	100100
fer;rite	ferrite	1001000
fer;ro;mag;net;ic	ferromagnetic	1001010010010
fer;rous	ferrous	1001000
fer;ry	ferry	10010
fer;ti;li;za;tion	fertilization	1001010101000
fer;ti;lis;er	fertiliser	1001010010
fer;ti;liz;er	fertilizer	1001010010
fer;ti;lized	fertilized	1001010000
fer;til;i;ty	fertility	100100110
fer;tile	fertile	1001000
fer;vent	fervent	1001000
fer;vent;ly	fervently	100100010
fer;vor	fervor	100100
fere	fere	1000
fern	fern	1000
fes;cue	fescue	100100
fes;ta	festa	10010
fes;ti;val	festival	10010100
fes;tive	festive	1001000
fet	fet	100
fet;a	feta	1001
fet;ish	fetish	100100
fetch	fetch	10000
fetch;ing	fetching	10000100
fete	fete	1000
feu	feu	100
feu;dal	feudal	100100
feud	feud	1000
few	few	100
few;er	fewer	10010
fey	fey	100
fez	fez	100
ffa	ffa	100
fi;an;ce	fiance	101010
fi;an;cee	fiancee	1010100
fi;as;co	fiasco	101010
fi;at	fiat	1010
fi;ber	fiber	10100
fi;ber;glass	fiberglass	1010010000
fi;bre	fibre	10100
fi;bre;glass	fibreglass	1010010000
fi;bril;la;tion	fibrillation	101000101000
fi;brin;o;gen	fibrinogen	1010001100
fi;bro;blast	fibroblast	1010010000
fi;bro;sis	fibrosis	10100100
fi;brous	fibrous	1010000
fi;co	fico	1010
fi;del;i;ty	fidelity	10100110
fi;du;ci;ar;y	fiduciary	101010101
fi;es;ta	fiesta	101010
fi;let	filet	10100
fi;na;le	finale	101010
fi;na;li;za;tion	finalization	101010101000
fi;na;liz;ing	finalizing	1010100100
fi;na;lized	finalized	101010000
fi;nal	final	10100
fi;nal;i;ty	finality	10100110
fi;nal;ise	finalise	10100100
fi;nal;ist	finalist	10100100
fi;nal;ize	finalize	10100100
fi;nal;ly	finally	1010010
fi;nals	finals	101000
fi;nan;cial	financial	101001000
fi;nan;cial;ly	financially	10100100010
fi;nanc;ing	financing	101000100
fi;nanced	financed	10100000
fi;nesse	finesse	1010000
fi;nite	finite	101000
fi;nite;ly	finitely	10100010
fi;no	fino	1010
fib	fib	100
fic;ti;tious	fictitious	1001010000
fic;tion	fiction	1001000
fic;tion;al	fictional	100100010
fiche	fiche	10000
fick;le	fickle	100010
fid	fid	100
fid;dle	fiddle	100100
fid;dler	fiddler	1001000
fid;dling	fiddling	10010000
fie	fie	100
field	field	10000
field;er	fielder	1000010
field;work	fieldwork	100001000
fiend	fiend	10000
fier;y	fiery	10001
fierce	fierce	100000
fierce;ly	fiercely	10000010
fif;teen	fifteen	1001000
fif;teenth	fifteenth	100100000
fif;ty	fifty	10010
fife	fife	1000
fifth	fifth	10000
fig	fig	100
fig;ur;a;tive	figurative	1001011000
fig;ur;a;tive;ly	figuratively	100101100010
fig;ur;al	figural	1001010
fig;ur;ine	figurine	10010100
fig;ur;ing	figuring	10010100
fig;ure	figure	100100
fig;ured	figured	1001000
fight	fight	10000
fight;er	fighter	1000010
fight;ing	fighting	10000100
fil	fil	100
fil;a;ment	filament	10011000
fil;er	filer	10010
fil;i;bus;ter	filibuster	1001100100
fil;i;gree	filigree	10011000
fil;ing	filing	100100
fil;ings	filings	1001000
fil;ip	filip	10010
fil;let	fillet	100100
fil;ly	filly	10010
fil;mog;ra;phy	filmography	10010010100
fil;ter	filter	100100
fil;tra;tion	filtration	1001001000
file	file	1000
file;name	filename	10001000
fill	fill	1000
fill;er	filler	100010
fill;ing	filling	1000100
film	film	1000
film;ing	filming	1000100
film;mak;er	filmmaker	100010010
film;mak;ing	filmmaking	1000100100
film;strip	filmstrip	100010000
film;y	filmy	10001
fils	fils	1000
filth	filth	10000
filth;y	filthy	100001
fin	fin	100
fin;an;cier	financier	100101000
fin;ca	finca	10010
fin;er	finer	10010
fin;est	finest	100100
fin;ger	finger	100100
fin;ger;board	fingerboard	10010010000
fin;ger;ing	fingering	100100100
fin;ger;print	fingerprint	10010010000
fin;ger;tip	fingertip	100100100
fin;gered	fingered	10010000
fin;i;al	finial	100110
fin;ish	finish	100100
fin;ish;er	finisher	10010010
fin;ished	finished	10010000
finance	finance	1000000
finch	finch	10000
find	find	1000
find;er	finder	100010
find;ing	finding	1000100
fine	fine	1000
fine;ly	finely	100010
fink	fink	1000
fir	fir	100
fir;ing	firing	100100
fire	fire	1000
fire;arm	firearm	1000100
fire;ball	fireball	10001000
fire;bird	firebird	10001000
fire;box	firebox	1000100
fire;fly	firefly	1000100
fire;house	firehouse	100010000
fire;man	fireman	1000100
fire;place	fireplace	100010000
fire;pow;er	firepower	100010010
fire;proof	fireproof	100010000
fire;side	fireside	10001000
fire;stone	firestone	100010000
fire;storm	firestorm	100010000
fire;wood	firewood	10001000
fire;work	firework	10001000
fire;works	fireworks	100010000
firm	firm	1000
firm;ly	firmly	100010
firm;ness	firmness	10001000
firm;ware	firmware	10001000
first	first	10000
first;hand	firsthand	100001000
first;ly	firstly	1000010
firsts	firsts	100000
firth	firth	10000
fis;cal	fiscal	100100
fis;cal;ly	fiscally	10010010
fis;sion	fission	1001000
fis;sure	fissure	1001000
fis;tu;la	fistula	1001010
fish	fish	1000
fish;bowl	fishbowl	10001000
fish;er	fisher	100010
fish;er;ies	fisheries	100010100
fish;er;man	fisherman	100010100
fish;er;y	fishery	1000101
fish;es	fishes	100010
fish;eye	fisheye	1000100
fish;ing	fishing	1000100
fish;net	fishnet	1000100
fish;y	fishy	10001
fist	fist	1000
fist;ful	fistful	1000100
fit	fit	100
fit;ness	fitness	1001000
fit;ted	fitted	100100
fit;ter	fitter	100100
fit;test	fittest	1001000
fit;ting	fitting	1001000
fitch	fitch	10000
five	five	1000
fives	fives	10000
fix	fix	100
fix;a;tion	fixation	10011000
fix;er	fixer	10010
fix;ing	fixing	100100
fix;ings	fixings	1001000
fix;ture	fixture	1001000
fixed	fixed	10000
fizz	fizz	1000
fjord	fjord	10000
fla;grant	flagrant	10010000
fla;men;co	flamenco	10010010
fla;min;go	flamingo	10010010
fla;vor	flavor	100100
fla;vor;ful	flavorful	100100100
fla;vor;ing	flavoring	100100100
fla;vour	flavour	1001000
flack	flack	10000
flag	flag	1000
flag;ging	flagging	10001000
flag;pole	flagpole	10001000
flag;ship	flagship	10001000
flag;staff	flagstaff	100010000
flags	flags	10000
flair	flair	10000
flak	flak	1000
flak;y	flaky	10001
flake	flake	10000
flam;boy;ant	flamboyant	1000100100
flam;ing	flaming	1000100
flam;ma;bil;i;ty	flammability	100010100110
flam;ma;ble	flammable	100010100
flame	flame	10000
flan;nel	flannel	1000100
flange	flange	100000
flank	flank	10000
flap	flap	1000
flap;ping	flapping	10001000
flaps	flaps	10000
flar;ing	flaring	1000100
flare	flare	10000
flash	flash	10000
flash;back	flashback	100001000
flash;er	flasher	1000010
flash;ing	flashing	10000100
flash;light	flashlight	1000010000
flash;y	flashy	100001
flask	flask	10000
flat	flat	1000
flat;head	flathead	10001000
flat;i;ron	flatiron	10001100
flat;ly	flatly	100010
flat;ness	flatness	10001000
flat;ten	flatten	1000100
flat;ter	flatter	1000100
flat;ter;y	flattery	10001001
flat;ware	flatware	10001000
flats	flats	10000
flaw	flaw	1000
flaw;less	flawless	10001000
flaw;less;ly	flawlessly	1000100010
flawed	flawed	100000
flax	flax	1000
flax;seed	flaxseed	10001000
fld	fld	100
flea	flea	1000
fleck	fleck	10000
fled	fled	1000
fledg;ling	fledgling	100001000
fledged	fledged	1000000
flee	flee	1000
flee;ing	fleeing	1000100
fleece	fleece	100000
fleer	fleer	10000
fleet	fleet	10000
fleet;ing	fleeting	10000100
flesh	flesh	10000
flesh;y	fleshy	100001
fletch;er	fletcher	10000010
fleu;ry	fleury	100010
flew	flew	1000
flex	flex	1000
flex;i;bil;i;ty	flexibility	10001100110
flex;i;ble	flexible	10001100
flex;i;bly	flexibly	10001100
flex;ion	flexion	1000100
fli;er	flier	10010
flick	flick	10000
flick;er	flicker	1000010
flied	flied	10000
flight	flight	100000
flim;sy	flimsy	100010
flin;ders	flinders	10001000
fling	fling	10000
flint	flint	10000
flip	flip	1000
flip;per	flipper	1000100
flip;ping	flipping	10001000
flirt	flirt	10000
flirt;y	flirty	100001
flite	flite	10000
flo;ra	flora	10010
flo;ral	floral	100100
flo;res	flores	100100
flo;rist	florist	1001000
flo;ta;tion	flotation	100101000
float	float	10000
float;er	floater	1000010
float;ing	floating	10000100
floats	floats	100000
flock	flock	10000
flog;ging	flogging	10001000
flood	flood	10000
flood;ed	flooded	1000010
floor	floor	10000
floor;ing	flooring	10000100
flop	flop	1000
flop;py	floppy	100010
flor	flor	1000
flor;in	florin	100010
floss	floss	10000
floun;der	flounder	10000100
flour	flour	10000
flour;ish	flourish	10000100
flour;ish;ing	flourishing	10000100100
flow	flow	1000
flow;er	flower	100010
